measure,location,sex,age,metric,year,val,upper,lower
Population,South Africa,Female,15-49 years,Number,2013,14621242.762841623,15874113.790217014,13480030.591671526
Population,South Africa,Both,15-49 years,Number,2013,29041706.793250605,31530244.43789356,26774953.562927414
Population,South Africa,Male,15-49 years,Number,2014,14582220.271953702,15849328.099117136,13311748.63717175
Population,South Africa,Female,15-49 years,Number,2014,14712298.77754414,15990709.649751844,13430494.091377323
Population,South Africa,Both,15-49 years,Number,2014,29294519.049497843,31840037.748868976,26742242.728549074
Population,South Africa,Male,15-49 years,Number,2015,14739213.822973406,16166638.481802667,13358330.415504374
Population,South Africa,Female,15-49 years,Number,2015,14802574.45462094,16236135.297448818,13415754.933735026
Population,South Africa,Both,15-49 years,Number,2015,29541788.277594347,32402773.779251486,26774085.3492394
Population,South Africa,Male,15-49 years,Number,2016,14894153.540436413,16336689.337740907,13421575.214309476
Population,South Africa,Female,15-49 years,Number,2016,14897502.452569328,16340362.600339303,13424593.020991545
Population,South Africa,Both,15-49 years,Number,2016,29791655.99300574,32677051.93808021,26846168.23530102
Population,South Africa,Male,15-49 years,Number,2017,15051191.946354171,16602900.954964073,13429570.467650244
Population,South Africa,Female,15-49 years,Number,2017,15002699.918611806,16549409.621082913,13386302.990495846
Population,South Africa,Both,15-49 years,Number,2017,30053891.86496598,33152310.57604698,26815873.45814609
Population,South Africa,Male,15-49 years,Number,2018,15212374.935614113,16843790.35711236,13598300.778639678
Population,South Africa,Female,15-49 years,Number,2018,15118809.253744282,16740190.443442993,13514662.66887644
Population,South Africa,Both,15-49 years,Number,2018,30331184.189358395,33583980.80055535,27112963.447516117
Population,South Africa,Male,15-49 years,Number,2019,15375249.354138797,17349141.304926153,13599825.327979054
Population,South Africa,Female,15-49 years,Number,2019,15243310.693356838,17200264.20922736,13483122.001788178
Population,South Africa,Both,15-49 years,Number,2019,30618560.047495637,34549405.51415351,27082947.32976723
Population,South Africa,Male,15-49 years,Number,2020,15529165.41444106,17483919.223141905,13581727.30196286
Population,South Africa,Female,15-49 years,Number,2020,15368529.683851456,17303063.261921525,13441236.127479605
Population,South Africa,Both,15-49 years,Number,2020,30897695.098292515,34786982.485063426,27022963.42944247
Population,South Africa,Male,15-49 years,Number,2021,15666098.395429721,17712965.75205064,13702130.489619737
Population,South Africa,Female,15-49 years,Number,2021,15487721.119516397,17511282.442049306,13546115.338351423
Population,South Africa,Both,15-49 years,Number,2021,31153819.514946118,35224248.19409993,27248245.82797116
Population,South Africa,Male,50-69 years,Number,1990,1556623.8345545428,1721767.3350870318,1394398.7221882716
Population,South Africa,Female,50-69 years,Number,1990,1962108.3022597737,2170269.9828572995,1757625.2198714241
Population,South Africa,Both,50-69 years,Number,1990,3518732.1368143163,3892037.3179443316,3152023.942059696
Population,South Africa,Male,50-69 years,Number,1991,1593599.1172543524,1754597.1167148224,1440538.8718000692
Population,South Africa,Female,50-69 years,Number,1991,2019188.6981192988,2223183.126461161,1825251.895314628
Population,South Africa,Both,50-69 years,Number,1991,3612787.815373651,3977780.2431759834,3265790.767114697
Population,South Africa,Male,50-69 years,Number,1992,1639197.0598970288,1782712.8734679872,1488357.1282732429
Population,South Africa,Female,50-69 years,Number,1992,2080840.3716022037,2263023.1647195513,1889360.148112658
Population,South Africa,Both,50-69 years,Number,1992,3720037.4314992325,4045736.0381875383,3377717.2763859015
Population,South Africa,Male,50-69 years,Number,1993,1686558.2799246113,1829870.2709088258,1545141.4393616668
Population,South Africa,Female,50-69 years,Number,1993,2141662.2211714103,2323645.7793947696,1962085.204191827
Population,South Africa,Both,50-69 years,Number,1993,3828220.501096022,4153516.0503035965,3507226.6435534935
Population,South Africa,Male,50-69 years,Number,1994,1733801.5317612481,1881559.3768009737,1597593.81703676
Population,South Africa,Female,50-69 years,Number,1994,2199965.0382537665,2387450.2188008763,2027135.4468356988
Population,South Africa,Both,50-69 years,Number,1994,3933766.570015014,4269009.59560185,3624729.2638724586
Population,South Africa,Male,50-69 years,Number,1995,1778080.0699409554,1902275.2070813538,1643894.6787831641
Population,South Africa,Female,50-69 years,Number,1995,2254393.700114928,2411858.3382307594,2084262.610077106
Population,South Africa,Both,50-69 years,Number,1995,4032473.7700558836,4314133.545312112,3728157.2888602703
Population,South Africa,Male,50-69 years,Number,1996,1823615.9463573156,1942533.6402445005,1703424.9281213898
Population,South Africa,Female,50-69 years,Number,1996,2326222.4634611206,2477915.0451014224,2172905.616739551
Population,South Africa,Both,50-69 years,Number,1996,4149838.4098184365,4420448.685345923,3876330.544860941
Population,South Africa,Male,50-69 years,Number,1997,1872409.2078327641,2006437.554897013,1732907.6238688151
Population,South Africa,Female,50-69 years,Number,1997,2400440.7632389115,2572265.9745104057,2221598.8267206377
Population,South Africa,Both,50-69 years,Number,1997,4272849.971071675,4578703.529407418,3954506.450589453
Population,South Africa,Male,50-69 years,Number,1998,1922241.654112642,2080072.2924053567,1761446.480175551
Population,South Africa,Female,50-69 years,Number,1998,2467652.1894830903,2670265.1748573575,2261233.5208545905
Population,South Africa,Both,50-69 years,Number,1998,4389893.843595733,4750337.467262715,4022680.0010301415
Population,South Africa,Male,50-69 years,Number,1999,1977682.2737722574,2124238.7797909067,1817552.2211936573
Population,South Africa,Female,50-69 years,Number,1999,2526816.9270729423,2714067.156845308,2322224.2416073894
Population,South Africa,Both,50-69 years,Number,1999,4504499.2008452,4838305.936636214,4139776.4628010467
Population,South Africa,Male,50-69 years,Number,2000,2037894.1310927505,2189795.1723725987,1876332.148329196
Population,South Africa,Female,50-69 years,Number,2000,2575426.587222285,2767394.351577688,2371249.6284955367
Population,South Africa,Both,50-69 years,Number,2000,4613320.718315035,4957189.523950287,4247581.776824733
Population,South Africa,Male,50-69 years,Number,2001,2105062.4490233287,2239460.5288321306,1960882.8528494942
Population,South Africa,Female,50-69 years,Number,2001,2652036.8944960544,2821356.653331588,2470394.013229536
Population,South Africa,Both,50-69 years,Number,2001,4757099.343519383,5060817.182163718,4431276.866079031
Population,South Africa,Male,50-69 years,Number,2002,2171857.9018690665,2332357.0823110384,2007790.973296597
Population,South Africa,Female,50-69 years,Number,2002,2731103.502735601,2932930.6450702967,2524789.929954559
Population,South Africa,Both,50-69 years,Number,2002,4902961.404604668,5265287.727381335,4532580.903251156
Population,South Africa,Male,50-69 years,Number,2003,2238607.520805016,2408641.8573992904,2055531.2095715506
Population,South Africa,Female,50-69 years,Number,2003,2809953.3830917906,3023384.524957621,2580151.6445854143
Population,South Africa,Both,50-69 years,Number,2003,5048560.903896807,5432026.382356912,4635682.854156965
Population,South Africa,Male,50-69 years,Number,2004,2306899.638104148,2502405.4129674826,2099335.3056013864
Population,South Africa,Female,50-69 years,Number,2004,2889350.9585775877,3134218.480631153,2629380.3065485996
Population,South Africa,Both,50-69 years,Number,2004,5196250.5966817355,5636623.893598637,4728715.612149986
Population,South Africa,Male,50-69 years,Number,2005,2378226.2569228774,2598998.708320402,2147880.425329752
Population,South Africa,Female,50-69 years,Number,2005,2970083.2301571416,3245798.1894330853,2682412.412647734
Population,South Africa,Both,50-69 years,Number,2005,5348309.487080019,5844796.897753488,4830292.837977487
Population,South Africa,Male,50-69 years,Number,2006,2453922.2867062637,2695873.90091256,2205011.2760059433
Population,South Africa,Female,50-69 years,Number,2006,3054757.180382956,3355949.860691499,2744901.1179753044
Population,South Africa,Both,50-69 years,Number,2006,5508679.467089219,6051823.7616040595,4949912.393981248
Population,South Africa,Male,50-69 years,Number,2007,2528758.0000053723,2761855.076077513,2283898.384225191
Population,South Africa,Female,50-69 years,Number,2007,3144616.610423183,3434482.5988870747,2840123.410598384
Population,South Africa,Both,50-69 years,Number,2007,5673374.610428555,6196337.674964588,5124021.794823575
Population,South Africa,Male,50-69 years,Number,2008,2603467.7512142123,2835744.259209844,2380848.700226833
Population,South Africa,Female,50-69 years,Number,2008,3234621.4960715184,3523208.356978358,2958033.331143038
Population,South Africa,Both,50-69 years,Number,2008,5838089.24728573,6358952.616188202,5338882.031369871
Population,South Africa,Male,50-69 years,Number,2009,2678036.5420919424,2905174.9627740807,2464811.209004051
Population,South Africa,Female,50-69 years,Number,2009,3326585.612570889,3608730.904626181,3061722.7870876575
Population,South Africa,Both,50-69 years,Number,2009,6004622.154662832,6513905.867400262,5526533.996091709
Population,South Africa,Male,50-69 years,Number,2010,2753748.081074461,2951295.0303558707,2557605.5107966317
Population,South Africa,Female,50-69 years,Number,2010,3423203.875576738,3668775.8968651285,3179377.6478418233
Population,South Africa,Both,50-69 years,Number,2010,6176951.956651199,6620070.927221,5736983.158638455
Population,South Africa,Male,50-69 years,Number,2011,2834635.0442504864,3018085.094796822,2645967.1219022674
Population,South Africa,Female,50-69 years,Number,2011,3523469.041259491,3751498.5983725167,3288953.6369498423
Population,South Africa,Both,50-69 years,Number,2011,6358104.085509977,6769583.693169338,5934920.758852109
Population,South Africa,Male,50-69 years,Number,2012,2920394.1180731105,3144351.5931202797,2708709.4124504146
Population,South Africa,Female,50-69 years,Number,2012,3637262.953871648,3916195.246670941,3373616.025911569
Population,South Africa,Both,50-69 years,Number,2012,6557657.071944758,7060546.839791221,6082325.438361983
Population,South Africa,Male,50-69 years,Number,2013,3010029.621252417,3267954.2700102455,2775091.832784416
Population,South Africa,Female,50-69 years,Number,2013,3758973.59990426,4081074.0664909827,3465579.4956616396
Population,South Africa,Both,50-69 years,Number,2013,6769003.221156677,7349028.336501228,6240671.328446056
Population,South Africa,Male,50-69 years,Number,2014,3101806.3251664997,3371334.7645717654,2831562.365109839
Population,South Africa,Female,50-69 years,Number,2014,3884449.6264216453,4221985.093179582,3546018.099872852
Population,South Africa,Both,50-69 years,Number,2014,6986255.951588145,7593319.857751348,6377580.464982691
Population,South Africa,Male,50-69 years,Number,2015,3193513.7489942308,3502790.778853144,2894320.711938423
Population,South Africa,Female,50-69 years,Number,2015,4009460.5624226206,4397758.265688515,3633823.32491127
Population,South Africa,Both,50-69 years,Number,2015,7202974.311416851,7900549.044541659,6528144.036849692
Population,South Africa,Male,50-69 years,Number,2016,3281768.5338690467,3599615.974861311,2957301.5407485147
Population,South Africa,Female,50-69 years,Number,2016,4117005.6343164397,4515747.86488913,3709959.121120684
Population,South Africa,Both,50-69 years,Number,2016,7398774.168185486,8115363.839750443,6667260.661869198
Population,South Africa,Male,50-69 years,Number,2017,3369437.2959011197,3716810.8610400865,3006412.7653752924
Population,South Africa,Female,50-69 years,Number,2017,4218550.426768969,4653463.669774828,3764042.105738538
Population,South Africa,Both,50-69 years,Number,2017,7587987.7226700885,8370274.530814914,6770454.87111383
Population,South Africa,Male,50-69 years,Number,2018,3457646.2195355776,3828453.367565402,3090780.5966112353
Population,South Africa,Female,50-69 years,Number,2018,4319400.337627298,4782624.282097178,3861100.2702085734
Population,South Africa,Both,50-69 years,Number,2018,7777046.557162876,8611077.649662578,6951880.866819809
Population,South Africa,Male,50-69 years,Number,2019,3547374.278683594,4002790.2120348644,3137748.8229207844
Population,South Africa,Female,50-69 years,Number,2019,4424477.960444832,4992497.4592770375,3913570.8334606783
Population,South Africa,Both,50-69 years,Number,2019,7971852.239128426,8995287.671311902,7051319.656381464
Population,South Africa,Male,50-69 years,Number,2020,3625626.572417361,4082007.0128478045,3170954.142811239
Population,South Africa,Female,50-69 years,Number,2020,4527979.412454866,5097944.685281714,3960147.2434362294
Population,South Africa,Both,50-69 years,Number,2020,8153605.984872227,9179951.69812952,7131101.38624747
